patient_question,cleaned_text,keywords,distance_to_centroid
I honestly think I鈥檓 useless and have no future ahead of me,honestly think useless future ahead,"['useless future', 'think useless', 'future ahead', 'future', 'useless']",0.37468433
But as the years go by I鈥檝e noticed that the same people I鈥檝e helped out seem to either leave me in the dust or I get the feeling they weren鈥檛 actually appreciative of me helping them out,year noticed people helped seem either leave dust get feeling actually appreciative helping,"['appreciative helping', 'people helped', 'helped leave', 'dust feeling', 'leave dust']",0.4404289
I do like her and want to be with her because seems like it鈥檚 only natural that I would develop feelings for her right? But even though she may not view me in that manner isn鈥檛 it normal for friends to at least hug?,like want seems like natural would develop feeling right even though may view manner normal friend least hug,"['develop feeling', 'friend hug', 'like want', 'normal friend', 'like natural']",0.43530363
Ever since I was little I鈥檝e never fit in  I always stayed inside and read books at the library,ever since little never fit always stayed inside read book library,"['book library', 'inside read', 'read book', 'little fit', 'stayed inside']",0.32153565
i just finished chemo and im getting better but im scared of whats next if my childhood was crap and the time im 18 is cancer how about 21?,finished chemo getting better scared whats next childhood crap time cancer,"['chemo getting', 'finished chemo', 'cancer', 'chemo', 'time cancer']",0.35050863
I feel awful that my first reaction was to be selfish and I feel that shows who I really am,feel awful first reaction selfish feel show really,"['selfish feel', 'reaction selfish', 'selfish', 'feel awful', 'feel']",0.5339843
Even though I text her the whole time I鈥檓 gone she just seems to shut down emotionally and all I can get is one word responses,even though text whole time gone seems shut emotionally get one word response,"['emotionally word', 'shut emotionally', 'word response', 'text time', 'text']",0.4423586
I do the same to things that I LOVE doing Eg: 1) I procrastinate doing Homework until the last hour but I love it when I鈥檓 doing it 2) I procrastinate studying for a class but when I finally do I REALLY enjoy it,thing love procrastinate homework last hour love procrastinate studying class finally really enjoy,"['procrastinate homework', 'love procrastinate', 'procrastinate studying', 'procrastinate', 'homework hour']",0.43546405
I鈥檓 really struggling with understanding how I was a huge part of his life for almost two decades and even though we are still married his actions show that he truly does not care about me,really struggling understanding huge part life almost two decade even though still married action show truly doe care,"['married action', 'huge life', 'decade married', 'life decade', 'married']",0.44204977
I cannot figure out what is wrong with me but there must be,cannot figure wrong must,"['figure wrong', 'figure', 'wrong']",0.33641857
Her mother hates that and resents her for going there first,mother hate resents going first,"['mother hate', 'hate resents', 'resents going', 'mother', 'resents']",0.41687107
If others are talking I am always sure they are talking about me and judging me,others talking always sure talking judging,"['talking judging', 'judging', 'talking', 'sure talking', 'talking sure']",0.40019
I know you鈥檙e gonna look at this and make assumptions because I鈥檓 a 16 year old girl and I self harm,know gonna look make assumption year old girl self harm,"['self harm', 'girl self', 'harm', 'look make', 'self']",0.48020053
And I blame myself for all that knowing that I can hurt somebody,blame knowing hurt somebody,"['blame knowing', 'knowing hurt', 'hurt somebody', 'blame', 'hurt']",0.43101025
The problem is that now that I never play it anymore I feel a very strong need to play it and since no other game can replace it I feel unhappy and unfulfilled,problem never play anymore feel strong need play since game replace feel unhappy unfulfilled,"['play anymore', 'game replace', 'replace feel', 'unhappy unfulfilled', 'feel unhappy']",0.47215748
She鈥檚 completely irrational and I鈥檓 worried that she might have some underlying mental problems  I don鈥檛 think that she understands how the way she talks to people effects their ability to help her in stressful situations She doesn鈥檛 realize that I鈥檓 trying to help her and that she is actually making it difficult,completely irrational worried might underlying mental problem think understands way talk people effect ability help stressful situation realize trying help actually making difficult,"['irrational worried', 'mental problem', 'help stressful', 'stressful situation', 'mental']",0.5019571
And im afraid because i know how bad i feel and i dont want to be locked away forever,afraid know bad feel dont want locked away forever,"['locked away', 'want locked', 'afraid', 'feel dont', 'bad feel']",0.42960176
I really need to talk to someone but I fear that they will despise me what is my problem Why do I behaving like a fool?,really need talk someone fear despise problem behaving like fool,"['despise problem', 'fear despise', 'talk fear', 'despise', 'like fool']",0.5204796
I could be walking down a hallway at work say hello to someone they look right at me and keep walking It makes me feel like I could die inside,could walking hallway work say hello someone look right keep walking make feel like could die inside,"['walking hallway', 'hallway work', 'hallway', 'walking', 'walking make']",0.42147171
I am still a teenager so maybe I am in way over my head but I am reaching 18 soon and I fear I will let this part of me consume my being,still teenager maybe way head reaching soon fear let part consume,"['teenager maybe', 'teenager', 'head reaching', 'soon fear', 'fear let']",0.5062703
I鈥檓 stuck between my family and my boyfriend and at this point I choose him over them because I see my whole future with him,stuck family boyfriend point choose see whole future,"['choose future', 'family boyfriend', 'boyfriend point', 'stuck family', 'future']",0.44898847
They just can鈥檛 seem to comprehend that they don鈥檛 have me their own daughter figured out,seem comprehend daughter figured,"['comprehend daughter', 'daughter figured', 'comprehend', 'daughter', 'figured']",0.39224446
And kinda of secretly and slightly irrationally I鈥檓 dating her in my head & I sounds crazy鈥 I feel crazy for wanting to live this out in my head but I equally feel like it鈥檚 a better rebound then another fucked up relationship,kinda secretly slightly irrationally dating head sound crazy feel crazy wanting live head equally feel like better rebound another fucked relationship,"['dating head', 'live head', 'crazy feel', 'irrationally dating', 'feel crazy']",0.39992142
I sort of want to bring the idea up to my mom but I don鈥檛 want her to judge me,sort want bring idea mom want judge,"['idea mom', 'want judge', 'mom want', 'sort want', 'bring idea']",0.4772836
However I worry that I鈥檓 not being as loving towards her as I feel I should be,however worry loving towards feel,"['worry loving', 'loving feel', 'feel', 'worry', 'loving']",0.4693061
I feel as though my dad would just laugh at me and say you are a moron which is what he usually does when I ask him for help on other things,feel though dad would laugh say moron usually doe ask help thing,"['dad laugh', 'say moron', 'feel dad', 'moron usually', 'moron']",0.39645734
Hurting myself to gain attention seems stupid and childish鈥,hurting gain attention seems stupid childish,"['stupid childish', 'gain attention', 'attention stupid', 'childish', 'hurting gain']",0.4673492
Its less like a want and more like a need I need one so much so that I attempt to convince myself and sometimes other people that I have one I spend hours trying to find something anything that I might have its almost hurting,less like want like need need one much attempt convince sometimes people one spend hour trying find something anything might almost hurting,"['like need', 'like want', 'convince people', 'attempt convince', 'want like']",0.46267843
But she doesn鈥檛 want to do that and I鈥檓 not sure if it鈥檚 because she鈥檚 lazy or is afraid of putting in the work and still losing,want sure lazy afraid putting work still losing,"['work losing', 'lazy afraid', 'sure lazy', 'putting work', 'lazy']",0.37888345
I鈥檝e tried explaining to him that it鈥檚 not his fault at all but I worry that he still feels like he鈥檚 inadequate,tried explaining fault worry still feel like inadequate,"['fault worry', 'explaining fault', 'worry feel', 'fault', 'worry']",0.51001614
I don鈥檛 know if she was making sure I knew last week was rare or if she thought I disrespected her took advantage etc Now MY ANXIETY IS THROUGH THE ROOF,know making sure knew last week rare thought disrespected took advantage etc anxiety roof,"['advantage anxiety', 'anxiety roof', 'anxiety', 'took advantage', 'disrespected took']",0.5485962
We鈥檝e lived together for around 4yrs known him around 19yrs and after 2yrs of living w/him he has seemed slowly to lose interest in me  My heart hurts I cry way too much for my taste and I am losing confidence in me ,lived together around known around living seemed slowly lose interest heart hurt cry way much taste losing confidence,"['lose heart', 'heart hurt', 'taste losing', 'losing confidence', 'lived known']",0.5369438
I also developed an intense fear of not being included or of someone else being chosen over me,also developed intense fear included someone else chosen,"['intense fear', 'fear included', 'fear', 'developed intense', 'chosen']",0.39103976
I think it鈥檚 odd considering that I am a female and women are supposed to be really emotional people,think odd considering female woman supposed really emotional people,"['emotional people', 'emotional', 'really emotional', 'considering female', 'woman supposed']",0.35129964
I don鈥檛 think I feel sexually attracted to him but I am worried I may eventually feel that way,think feel sexually attracted worried may eventually feel way,"['attracted worried', 'feel sexually', 'sexually attracted', 'worried eventually', 'eventually feel']",0.34543514
It has become very excruciating for me to enter into my patient鈥檚 room and administer Respiratory Therapy especially when there are family members in the room,become excruciating enter room administer especially family member room,"['enter room', 'room administer', 'member room', 'excruciating enter', 'room']",0.32976842
I found the phone and looked at the messages I know I shouldn鈥檛 have and there were messages clearly stating that she was seeing someone else other than my dad,found phone looked message know message clearly stating seeing someone else dad,"['seeing dad', 'looked message', 'phone looked', 'know message', 'message clearly']",0.35382205
Anyway these sexual play encounters have really plagued my with tremendous guilt recently,anyway sexual play encounter really plagued tremendous guilt recently,"['guilt recently', 'tremendous guilt', 'guilt', 'sexual play', 'play encounter']",0.44038957
My husband wasn鈥檛 coping well with the thought of losing his family and I don鈥檛 think he was thinking clearly,husband coping well thought losing family think thinking clearly,"['husband coping', 'coping thought', 'family think', 'coping', 'losing family']",0.4812471
She has completely shattered my confidence that I don鈥檛 speak much anymore,completely shattered confidence speak much anymore,"['shattered confidence', 'confidence speak', 'confidence', 'speak anymore', 'completely shattered']",0.47097304
This helped me a great deal while I was doing both of those things however I chose to stop them both as I made myself believe I didn鈥檛 need them,helped great deal thing however chose stop made believe need,"['helped great', 'helped', 'chose stop', 'stop believe', 'believe need']",0.37561122
We have been estranged for years and now he wants to make me feel like I am a bad sibling and it is my duty to take care of him  I feel like everyone is taking advantage of me because sometimes I forget things ,estranged year want make feel like bad sibling duty take care feel like everyone taking advantage sometimes forget thing,"['sibling duty', 'estranged year', 'estranged', 'bad sibling', 'sibling']",0.47947988
I know the stuff the stalker said hurt him because he thought it was hurting me,know stuff stalker said hurt thought hurting,"['hurt thought', 'thought hurting', 'said hurt', 'hurt', 'hurting']",0.42644206
And my family just doesn鈥檛 seem to understand what I am going throughthey act like its just something that i can automaticly turn off my emotions and be happy but thats not the case,family seem understand going throughthey act like something automaticly turn emotion happy thats case,"['family understand', 'emotion happy', 'turn emotion', 'emotion', 'family']",0.51875263
But just a few days ago when his family called me (after nearly a month or so) I immediately started to shake and experience these feelings again,day ago family called immediately started shake experience feeling,"['shake experience', 'started shake', 'shake', 'ago family', 'experience feeling']",0.40964165
I can鈥檛 organise it myself because I鈥檓 underage and I鈥檓 terrified I might have another breakdown and actually kill myself this time,organise underage terrified might another breakdown actually kill time,"['underage terrified', 'organise underage', 'terrified breakdown', 'kill time', 'underage']",0.4797951
These thoughts are very painful and disturbing and I do not know how to deal with them,thought painful disturbing know deal,"['painful disturbing', 'thought painful', 'disturbing know', 'painful', 'disturbing']",0.41260642
I am so shocked by all of this and am trying to look for answers as to why and how someone develops fetishes like this,shocked trying look answer someone develops fetish like,"['develops fetish', 'fetish like', 'fetish', 'shocked trying', 'look answer']",0.34651527
When he鈥檚 in me I鈥檒l ask him if it feels good and he always says a little which I think is just to spare my feelings,ask feel good always say little think spare feeling,"['ask feel', 'spare feeling', 'feel good', 'feel', 'feeling']",0.49407858
People don鈥檛 really care about me I鈥檓 the one they call only when they need something,people really care one call need something,"['care need', 'care', 'really care', 'people really', 'people']",0.37041423
i dont enjoy my life鈥搃 have more doctors than friends my family is disgusted with how antisocial and isolated ive become the only people i talk to are those i see online playing video games my friends all go to school hours (if not states) away,dont enjoy life friend family disgusted antisocial isolated ive become people talk see online playing video game friend school hour away,"['disgusted antisocial', 'antisocial isolated', 'antisocial', 'game friend', 'enjoy life']",0.49065626
We always got along and never fought,always got along never fought,"['got fought', 'fought', 'got']",0.3624844
And so far I鈥檝e gotten really less marks in EVERYTHING You see I was always a topper and an overachiever I used to beat myself up if I got a grade less or two I always expected full from myself But nowIt鈥檚 different I鈥檓 just NEARLY passing all my testsI鈥檓 disappointed in myself and so are my teachers I constantly have a bad memory I sleep a lot and oh where do I start with procrastination I鈥檓 worried if there鈥檚 something wrong with me or I鈥檓 just a pathetic idiot a born failure,far gotten really less mark everything see always topper overachiever used beat got grade less two always expected full nowit different nearly passing testsi disappointed teacher constantly bad memory sleep lot start procrastination worried something wrong pathetic idiot born failure,"['grade expected', 'grade', 'got grade', 'disappointed teacher', 'topper overachiever']",0.51718533
I鈥檓 just trying to figure out if It was the right thing to do I need help learning if I am evil for what I did or not  After all these years of brooding and holding in the secret I鈥檝e become jaded and unknowing of what鈥檚 moral and immoral anymore Can you help me determine if what I did was the right thing to do?,trying figure right thing need help learning evil year brooding holding secret become jaded unknowing moral immoral anymore help determine right thing,"['unknowing moral', 'year brooding', 'learning evil', 'secret jaded', 'moral immoral']",0.4722348
I live 10 hours away by car and every time my mom calls to tell me something has happened with him I feel such guilt 1 For living far away and feeling helpless 2 For deciding to not have a relationship with my brother because I feel he is toxic,live hour away car every time mom call tell something happened feel guilt living far away feeling helpless deciding relationship brother feel toxic,"['guilt living', 'feel guilt', 'feel toxic', 'guilt', 'time mom']",0.54872733
I feel like he really hates me at those moments,feel like really hate moment,"['hate moment', 'moment', 'really hate', 'hate', 'feel']",0.36714095
I had an extreme hate towards myself sabotaging every artistic talent that I had from a writing skill a drawing skill a beautiful voice basically every aspect of my talent that was feminine I hated it,extreme hate towards sabotaging every artistic talent writing skill drawing skill beautiful voice basically every aspect talent feminine hated,"['talent feminine', 'feminine hated', 'sabotaging artistic', 'talent writing', 'hate sabotaging']",0.3223202
I鈥檝e been wanting to destroy my room or destroy everything I mean I just want to do everything destructiveI couldn鈥檛 tell my mom about this because obviously she would send me somewhere and I probably kill her if she did,wanting destroy room destroy everything mean want everything destructivei tell mom obviously would send somewhere probably kill,"['room destroy', 'destroy room', 'wanting destroy', 'destroy mean', 'destroy']",0.3846106
I had no sense of direction or purpose (and at the time mental illness was never a thought that crossed my mind) but what upsets me the most thinking back is that there were clear signs that something was up with me and I wish someone would have stepped in,sense direction purpose upset thinking back clear sign something wish someone would stepped,"['sense direction', 'direction purpose', 'clear sign', 'direction', 'sign wish']",0.38965553
The urges range from wanting to hurt people and animals to wanting to convince everyone that they are wrong about everything and that nothing they do is worth their time Now i kow this might seem harmless but im 20 now and slowly but surley the urges have gotten worse I usually have 1 episode per year and im concered Last year i actively went searching for an animal to kill and blugeoned a opposum to death with a pipe,urge range wanting hurt people animal wanting convince everyone wrong everything nothing worth time kow might seem harmless slowly surley urge gotten worse usually episode per year concered last year actively went searching animal kill blugeoned opposum death pipe,"['urge range', 'urge', 'surley urge', 'animal wanting', 'animal kill']",0.4131838
I decided to see a private therapist for the first time today and after the session I felt like it was pointless (I have met with a school psychologist before and she was absolutely amazing & professional so this made me question today鈥檚 experience),decided see private therapist first time today session felt like pointless,"['private therapist', 'therapist time', 'therapist', 'pointless', 'session felt']",0.43212694
They have been addressed and he admits the times he was drinking too much but over the years this has caused SEVERE anxiety in me He still (just 4 months ago) drove home drunk from a co-worker鈥檚 house So there hasn鈥檛 been a time where he has consistently shown a change because little things like that keep happening to recylce me into this time where he was drinking excessivvely,addressed admits time drinking much year caused severe anxiety still drove home drunk worker house time consistently shown change little thing like keep happening recylce time drinking excessivvely,"['time drinking', 'anxiety drove', 'drinking year', 'house time', 'home drunk']",0.36873782
When I鈥檓 at home I feel depressed and empty inside It鈥檚 like I鈥檓 trapped inside a box filled with darkness and I have no way of getting out I draw and write stories as a hobby but I no longer have interest in them anymore I lack energy all the time and I have low appetite,home feel depressed empty inside like trapped inside box filled darkness way getting draw write story hobby longer interest anymore lack energy time low appetite,"['depressed inside', 'feel depressed', 'depressed', 'lack energy', 'home feel']",0.47904223
if i thought he was a predator i would write something on his healing forum but i would have to back up my story which means going public with our names i know i have to forgive him for my sake but there is acceptance and there is acquiescence which means i will accept it but need to protest,thought predator would write something healing forum would back story mean going public name know forgive sake acceptance acquiescence mean accept need protest,"['healing forum', 'forum story', 'write healing', 'predator write', 'thought predator']",0.4599983
However I get these waves of intense sadness for no particular reason It might have something to do with me despising myself (how I look how I act etc) I would talk to someone about it but I don鈥檛 want anyone close to me to know what I鈥檓 going through I鈥檓 scared that one day I鈥檒l crack and show everyone how I truly am,however get wave intense sadness particular reason might something despising would talk someone want anyone close know going scared one day crack show everyone truly,"['reason despising', 'despising talk', 'intense sadness', 'sadness particular', 'sadness']",0.49772403
The inability to finish a task has got to be the one aspect of my personality I am simply failing to cope with Through the years I have been able to learn and adapt myself so I can function in a small measure but this bleeding away of my motivations has become unmanageable,inability finish task got one aspect personality simply failing cope year able learn adapt function small measure bleeding away motivation become unmanageable,"['motivation unmanageable', 'motivation', 'away motivation', 'failing cope', 'finish task']",0.5467206
I get a dream which I wake up crying and the dream tells me I should start treating this person right and outta nowhere EXACTLY a week later the person dies,get dream wake cry dream tell start treating person right outta nowhere exactly week later person,"['start treating', 'treating person', 'treating', 'wake dream', 'dream wake']",0.44450605
My husband had saved her web page on his favorites I had no idea he would do something like this and it has really upset me I can鈥檛 help it but I don鈥檛 trust him anymore He keeps saying he didn鈥檛 contact her but I find that hard to believe,husband saved web page favorite idea would something like really upset help trust anymore keep saying contact find hard believe,"['help trust', 'husband saved', 'saved web', 'trust anymore', 'trust']",0.33317122
She is acting out in school almost every day She even talks back to adults I have lost control,acting school almost every day even talk back adult lost control,"['acting school', 'acting', 'lost control', 'talk adult', 'school']",0.48198536
Anyways my parents haven鈥檛 been getting along and I鈥檓 worried that things will end badly,anyways parent getting along worried thing end badly,"['anyways parent', 'parent getting', 'parent', 'getting worried', 'end badly']",0.47360262
He said he loved immediately after we met and became hyper attached obsessed with me,said loved immediately met became hyper attached obsessed,"['attached obsessed', 'loved immediately', 'obsessed', 'said loved', 'met hyper']",0.4491004
Everyday I go through the same self-scrutinizing process Waking up 鈥渨hat the hell鈥檚 wrong with me?鈥 Showering 鈥渨hy am I such an awful person?,everyday self scrutinizing process waking hat hell wrong showering awful person,"['showering awful', 'wrong showering', 'self scrutinizing', 'waking hat', 'showering']",0.45294678
lie a lot and people believe me all the time i always feel like the moment they knew me for who i am they鈥檒l leave me   -i always end up ruining things  there is just too many thoughts in my mind that sometimes i get tired of it ,lie lot people believe time always feel like moment knew leave always end ruining thing many thought mind sometimes get tired,"['believe time', 'time feel', 'like moment', 'leave end', 'mind tired']",0.45046917
I usually do it when i feel that i am worthless ugly and not worthy to live  I haven鈥檛 told no one because i know they will say i am stupid for doing it,usually feel worthless ugly worthy live told one know say stupid,"['feel worthless', 'worthless ugly', 'ugly worthy', 'say stupid', 'ugly']",0.4691143
While heroin is not my DOC I feel as though any substance I choose to use will inevitably lead to some kind of consequence   I feel too unstable to try to obtain and maintain employment at this time,heroin doc feel though substance choose use inevitably lead kind consequence feel unstable try obtain maintain employment time,"['heroin doc', 'heroin', 'substance choose', 'maintain employment', 'feel substance']",0.42421833
I feel like I鈥檝e lost all my direction and drive and my hopes for my future are once again slim,feel like lost direction drive hope future slim,"['future slim', 'drive hope', 'direction drive', 'lost direction', 'like lost']",0.33672738
The part that bothers me the most however is the fact that I am unsure if I am just making these things up in my head to somehow punish myself,part bother however fact unsure making thing head somehow punish,"['head punish', 'thing head', 'punish', 'head', 'bother fact']",0.39503813
But it recently got out of hand as they are getting noisier and messier When I ask for silence it just gets louder,recently got hand getting noisier messier ask silence get louder,"['silence louder', 'getting noisier', 'ask silence', 'silence', 'louder']",0.37385517
My fianc茅 has his own apartment and I want to move in but I am feeling guilty about it since I give so much to my parents financially I worry they won鈥檛 be able to afford our current house on their own,fianc apartment want move feeling guilty since give much parent financially worry able afford current house,"['fianc apartment', 'apartment want', 'apartment', 'guilty parent', 'parent financially']",0.3420303
I realized that I play this role of being a friendly person pretending to understand others and their idiotic problems,realized play role friendly person pretending understand others idiotic problem,"['play role', 'role friendly', 'pretending understand', 'role', 'idiotic problem']",0.48459864
I am partly afraid to do the wrong thing say something wrong gesturing wrong act out of place as ever,partly afraid wrong thing say something wrong gesturing wrong act place ever,"['wrong gesturing', 'gesturing wrong', 'gesturing', 'wrong act', 'afraid wrong']",0.45373005
The problem is he never wants to go anywhere with my children and me When he gets home from work he鈥檚 highly irritable and often goes around the house criticizing me for practically everything   I feel like my feelings don鈥檛 matter,problem never want anywhere child get home work highly irritable often around house criticizing practically everything feel like feeling matter,"['irritable house', 'child home', 'highly irritable', 'house criticizing', 'home work']",0.48940915
It鈥檚 been three months and I can鈥檛 stop thinking about them,three month stop thinking,"['stop thinking', 'thinking', 'month stop', 'month', 'stop']",0.4231566
They seem not to love and support me,seem love support,"['love support', 'support', 'love']",0.4257121
I am also deathly afraid of being judged by others about my decisions I have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me,also deathly afraid judged others decision worked little struggled environment cannot concentrate feel others saying thinking bad thing,"['afraid judged', 'judged decision', 'judged', 'thinking bad', 'struggled environment']",0.5428075
I鈥檒l run through this order multiple times typically until I get to wherever I鈥檓 going or encounter other people because I鈥檓 worried they will judge me for speaking to myself   I鈥檓 always worried that I鈥檓 going to forget something on that list and that something bad will happen because I don鈥檛 complete that particular thing ,run order multiple time typically get wherever going encounter people worried judge speaking always worried going forget something list something bad happen complete particular thing,"['run order', 'order multiple', 'worried judge', 'multiple time', 'order']",0.33958882
I feel like I鈥檓 100% going to explode on her one day but I love my mom to death,feel like going explode one day love mom death,"['mom death', 'love mom', 'going explode', 'explode', 'explode day']",0.40909722
I still see his face yelling those things to me till this day,still see face yelling thing till day,"['face yelling', 'yelling thing', 'yelling', 'face', 'till day']",0.33724588
I have questioned the fit the entire time but I鈥檝e really improved and and feel she is helping me so I always chalked it up to my issues as to why I am questioning the fit,questioned fit entire time really improved feel helping always chalked issue questioning fit,"['questioning fit', 'questioned fit', 'issue questioning', 'questioning', 'fit']",0.48369098
We do have some difficulties but usually are able to talk it through Now she has a loss of desire for me Our sex life is almost inexistant,difficulty usually able talk loss desire sex life almost inexistant,"['desire sex', 'sex life', 'loss desire', 'talk loss', 'sex']",0.51703155
Not to mention that I have literally modeled my entire personality after an idea of what I think a specific celebrity is like  And I鈥檓 afraid that I鈥檓 obsessed with them or that I might try to hurt them for some reason or maybe that there鈥檚 not really a real 鈥渕e鈥 or that I鈥檓 still that overweight gross depressed talentless and ignored kid I was in grade school,mention literally modeled entire personality idea think specific celebrity like afraid obsessed might try hurt reason maybe really real still overweight gross depressed talentless ignored kid grade school,"['personality idea', 'literally modeled', 'celebrity like', 'specific celebrity', 'celebrity']",0.42844403
Im afraid to drink caffeine or eat anything that could possibly cause me any anxiety or worsen my feelings,afraid drink caffeine eat anything could possibly cause anxiety worsen feeling,"['caffeine eat', 'cause anxiety', 'drink caffeine', 'anxiety worsen', 'caffeine']",0.14063345
I fear it will be a lot more if I can鈥檛 stop  My husband doesn鈥檛 know how much I am spending and I am terrified he鈥檒l find out,fear lot stop husband know much spending terrified find,"['fear lot', 'spending terrified', 'fear', 'terrified', 'stop husband']",0.39374405
I can鈥檛 tell if she just really can鈥檛 understand me or if she really doesn鈥檛 care what I have to say,tell really understand really care say,"['care say', 'really care', 'care', 'understand really', 'really understand']",0.49439102
It took everything within me to not express my rage I wanted to scream I wanted to cut I wanted to burn my entire house down even if it meant death to my whole family just so I could die in it 鈥 but that鈥檚 not me,took everything within express rage wanted scream wanted cut wanted burn entire house even meant death whole family could die,"['express rage', 'rage wanted', 'scream wanted', 'wanted scream', 'scream']",0.38962662
Knowing I have no control over the connectivity of others I am inevitably presented with someone鈥檚 phone in my face as people I am with want to show me a photo or something on Facebook (which I deliberately took myself off of) this repels me but I don鈥檛 want to be rude or self-righteous it makes me not want to be around friends/loved ones it also depresses me I am seeking strategies to deal with this,knowing control connectivity others inevitably presented someone phone face people want show photo something facebook repels want rude self righteous make want around friend loved one also depresses seeking strategy deal,"['facebook', 'facebook repels', 'photo facebook', 'control connectivity', 'knowing control']",0.48068318
I feel like a lot of the time I only respond to things because I know I am supposed to,feel like lot time respond thing know supposed,"['time respond', 'respond thing', 'lot time', 'respond', 'feel like']",0.5051266
For example I accidentally said something her ex would say and she took it the wrong way as if it was manipulative and blaming her for something I did,example accidentally said something would say took wrong way manipulative blaming something,"['manipulative blaming', 'blaming', 'example accidentally', 'way manipulative', 'manipulative']",0.32663584
I look at the world around me and feel as though i will never be happy because of the hate i am filled with,look world around feel though never happy hate filled,"['hate filled', 'world feel', 'happy hate', 'look world', 'feel happy']",0.4278884
I was very young and dumb and have done a lot sexual experiences with about 25 -30 partners,young dumb done lot sexual experience partner,"['sexual experience', 'young dumb', 'lot sexual', 'sexual', 'experience partner']",0.5084269
Considering my past it would be stereotyped for me to be non resilient which is why i dont feel me just being generally resilient is correct making me think something worse is wrong with me,considering past would stereotyped non resilient dont feel generally resilient correct making think something worse wrong,"['past stereotyped', 'resilient correct', 'generally resilient', 'resilient dont', 'resilient']",0.367468
Nearly always there is some minor ailment: a pain here ache there headache bellyache blurry vision etc seemingly in contrast/competition to others who are experiencing serious medical conditions ie: hip replacement cancer etc,nearly always minor ailment pain ache headache bellyache blurry vision etc seemingly contrast competition others experiencing serious condition hip replacement cancer etc,"['headache bellyache', 'ailment pain', 'minor ailment', 'pain ache', 'ache headache']",0.3123786
My mood is here and there one moment I鈥檓 okay and the next I鈥檓 angry and irritable,mood one moment okay next angry irritable,"['angry irritable', 'mood moment', 'mood', 'irritable', 'angry']",0.47308752
others grew up like normal kids so I became too weird for them,others grew like normal kid became weird,"['normal kid', 'kid weird', 'grew like', 'grew', 'like normal']",0.4116137
See I was a shy weak puny and small kid and still am kind of,see shy weak puny small kid still kind,"['shy weak', 'small kid', 'kid kind', 'puny small', 'shy']",0.44525498
Starts out normal enough and the day is going fine and then bang I鈥檓 angry and not like 鈥極h I鈥檓 angry I鈥檒l get over it it鈥檚 more the anger where your hands shake and your fgriends turn into your worst enemies,start normal enough day going fine bang angry like angry get anger hand shake fgriends turn worst enemy,"['bang angry', 'like angry', 'start normal', 'angry like', 'angry anger']",0.50038576
I was forced to wear dresses even before that and I have since been afraid of men,forced wear dress even since afraid men,"['dress afraid', 'forced wear', 'wear dress', 'afraid men', 'dress']",0.296304
god i am so stressed to the point of suicide,god stressed point suicide,"['god stressed', 'point suicide', 'suicide', 'stressed point', 'stressed']",0.30362362
I know this needs to be taken care of by a professional but I have no idea how to get them help when neither of us have the resources to do so,know need taken care professional idea get help neither resource,"['care professional', 'professional idea', 'help resource', 'idea help', 'taken care']",0.44749314
And now i never think that my fearest day will come when everyone find out what鈥檚 the true,never think fearest day come everyone find true,"['fearest day', 'think fearest', 'fearest', 'day', 'day come']",0.3309201
It has gotten to the point where people take a quick glance at me whenever they see me because they think I am going to take an offensive look at them,gotten point people take quick glance whenever see think going take offensive look,"['glance think', 'offensive look', 'glance', 'quick glance', 'going offensive']",0.31894374
I was quite insecure,quite insecure,"['quite insecure', 'insecure', 'quite']",0.38356623
I do know she鈥檚 better not knowing every detail but I feel she can handle a PG version of the truth,know better knowing every detail feel handle version truth,"['version truth', 'handle version', 'knowing feel', 'better knowing', 'feel handle']",0.45040208
This has also affected my ability to trust people in my life now,also affected ability trust people life,"['ability trust', 'affected ability', 'trust people', 'ability', 'trust']",0.47998354
I hold myself to absurd expectations even when I know rationally that I shouldn鈥檛 I seek unnecessary validation from people I shouldn鈥檛 and then feel guilty about receiving validation,hold absurd expectation even know rationally seek unnecessary validation people feel guilty receiving validation,"['validation people', 'unnecessary validation', 'receiving validation', 'validation', 'absurd expectation']",0.35016328
I think he is anxious about working as he has been retired for 7 1/2 years,think anxious working retired year,"['anxious working', 'working retired', 'think anxious', 'retired year', 'anxious']",0.4054777
I am very stressed out and worried that this is a sign of a greater problem and that she will be kicked out of her apartment,stressed worried sign greater problem kicked apartment,"['kicked apartment', 'worried sign', 'stressed worried', 'stressed', 'apartment']",0.30409652
Nobody loves me I feel lost and confused  I am very rational and I know it was wrong but in the end it didn鈥檛 matter anyways,nobody love feel lost confused rational know wrong end matter anyways,"['end matter', 'feel lost', 'lost confused', 'wrong end', 'love feel']",0.41958162
She is a very jealous type of woman who has not allowed him to have female friends,jealous type woman allowed female friend,"['jealous type', 'female friend', 'allowed female', 'woman allowed', 'type woman']",0.29245436
She knows she has memory problems and is not in denial鈥搒he just wants to avoid doing anything about it,know memory problem denial want avoid anything,"['memory problem', 'know memory', 'memory', 'problem denial', 'denial']",0.35145387
I don鈥檛 know if I can tell my therapist but it鈥檚 eating me alive I don鈥檛 know if these instances count legally as indecency to a minor,know tell therapist eating alive know instance count legally indecency minor,"['indecency minor', 'legally indecency', 'tell therapist', 'therapist eating', 'therapist']",0.36805546
